TV_Name,Rating,Info_Raw,Price,Offers,Deal_Type,rating_review,name,size_cm,size_inch,display,edition,model_id,sound_output,warranty_years,rating_count,review_count
skylive 80 cm (32 inch) HD Ready LED Smart Android Based TV with Skylive 80 cm (32 inches)Bezel-Less S...,4.2,HD Ready | LED Model ID: SL32PRO Launch Year: 2024 Total Sound Output: 20 W 12 months warranty provided by the manufacturer from date of purchase | (Contact Brand toll free number for assistance @ 9319888029 ) Website www.skyliveindia.com,8299,56,Bank Offer,"11,763 Ratings & 1,234 Reviews",skylive,80,32.0,LED, 80,SL32PRO,32,0,11763,1234
TCL C69B 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV with 30W Dolby Atmos,4.3,Ultra HD (4K) | QLED Model ID: 43C69B Launch Year: 2024 Total Sound Output: 30 W 2 Years Comprehensive Warranty on Product,24990,59,Bank Offer,"81,898 Ratings & 6,088 Reviews",TCL,108,43.0,QLED,69,43C69B,43,2,81898,6088
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.6,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Hot Deal,99 Ratings & 6 Reviews,XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,99,6
Samsung Vivid Pro 189 cm (75 inch) Ultra HD (4K) LED Smart Tizen TV,4,Ultra HD (4K) | LED Model ID: UA75DUE77AKXXL Launch Year: 2024 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),87990,36,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",Samsung,189,75.0,LED, 189,UA75DUE77AKXXL,75,2,12783,720
Lloyd 140 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,4.3,Ultra HD (4K) | LED Model ID: 55PS850E Launch Year: 2023 Total Sound Output: 30 W 1 Year Warranty on Product and 1 Year Additional Warranty on Panel,42730,36,Upto 6650 Off on Exchange,"81,898 Ratings & 6,088 Reviews",Lloyd,140,55.0,LED, 140,55PS850E,55,1,81898,6088
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.6,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Bank Offer,11 Ratings & 0 Reviews,XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,11,0
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Upto 6650 Off on Exchange,22 Ratings & 7 Reviews,XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,22,7
Samsung 139 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,5,Ultra HD (4K) | QLED Model ID: QA55Q60TAKXXL Launch Year: 2020 Total Sound Output: 20 W 1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,63470,52,Bank Offer,5 Ratings & 0 Reviews,Samsung,139,55.0,QLED, 139,QA55Q60TAKXXL,55,1,5,0
Aiwa 109.22 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 1N Remot Control| |4N Screw| |1N User ...,4,Ultra HD (4K) | LED Model ID: 43AINSK108GTX1H3BB Launch Year: 2024 Total Sound Output: 20 W 1 + 1 Year Comprehensive Warranty,22500,61,Hot Deal,"12,783 Ratings & 720 Reviews",Aiwa,22,43.0,LED, 109,43AINSK108GTX1H3BB,43,1,12783,720
Weston Premium Series 140 cm (55 inch) Ultra HD (4K) LED Smart Android Based TV,4.3,Ultra HD (4K) | LED Model ID: WEL 5500 Launch Year: 2019 Total Sound Output: 24 W 1 Year Weston Domestic Warranty,58990,1,Upto 6650 Off on Exchange,17 Ratings & 0 Reviews,Weston,140,55.0,LED, 140,WEL,550,1,17,0
Samsung OLED 195.58 cm (77 inch) OLED Ultra HD (4K) Smart Tizen TV,4.3,Ultra HD (4K) | OLED Model ID: QA77S95DAULXL Launch Year: 2024 Total Sound Output: 70 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),458266,15,Bank Offer,17 Ratings & 0 Reviews,Samsung,58,77.0,OLED, 195,QA77S95DAULXL,77,2,17,0
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.8,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Hot Deal,4 Ratings & 0 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,4,0
Thomson NeoX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,3.6,Ultra HD (4K) | QLED Model ID: 65NEOX0009 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,37,Upto 6650 Off on Exchange,17 Ratings & 1 Reviews,Thomson,164,65.0,QLED, 164,65NEOX0009,65,1,17,1
"LG UQ7500 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV with Filmmaker Mode, AI Sound & Active HDR",4.4,Ultra HD (4K) | LED Model ID: 65UQ7500PSF Launch Year: 2022 Total Sound Output: 20 W 1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply),69990,39,Bank Offer,"18,302 Ratings & 2,009 Reviews",LG,164,65.0,LED,7500,65UQ7500PSF,65,1,18302,2009
LG Super UHD 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,5,Ultra HD (4K) | LED Model ID: 65SJ850T Launch Year: 2017 Total Sound Output: 40 W 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,231499,35,Hot Deal,1 Ratings & 1 Reviews,LG,164,65.0,LED, 164,65SJ850T,65,1,1,1
Hisense U80G Series 189 cm (75 inch) QLED Ultra HD (8K) Smart Android TV,5,Ultra HD (8K) | QLED Model ID: 75U80G Launch Year: 2021 Total Sound Output: 36 W 2 Years Comprehensive Warranty on the Product,137012,72,Upto 2000 Off on Exchange,2 Ratings & 2 Reviews,Hisense,189,75.0,QLED,80,75U80G,75,2,2,2
Samsung Q Series 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,4.3,Ultra HD (4K) | QLED Model ID: QA55Q8CNAKXXL Launch Year: 2018 Total Sound Output: 40 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,84999,66,Hot Deal,"81,898 Ratings & 6,088 Reviews",Samsung,138,55.0,QLED, 138,QA55Q8CNAKXXL,55,1,81898,6088
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.1,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Upto 6650 Off on Exchange,795 Ratings & 61 Reviews,XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,795,61
TCL C6K 189 cm (75 inch) Ultra HD (4K) Mini LED Smart Google TV 2025 Edition with 512+ Local Dimming Z...,4,Ultra HD (4K) | Mini LED Model ID: 75C6K Launch Year: 2025 Total Sound Output: 40 W 2 Years Product Warranty,108548,63,Bank Offer,19 Ratings & 1 Reviews,TCL,189,75.0,Mini LED,6,75C6K,75,2,19,1
Sansui 165 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Zen Panel Dolby Vision & Atmos Filmmake...,4.3,Ultra HD (4K) | LED Model ID: JSW65GSUHDFF Launch Year: 2023 Total Sound Output: 24 W 1 Year Warranty on Product and 1 Year Additional Warranty on Panel,44689,30,Hot Deal,201 Ratings & 25 Reviews,Sansui,165,65.0,LED, 165,JSW65GSUHDFF,65,1,201,25
Panasonic FX650 Series 108 cm (43 inch) Ultra HD (4K) LED Smart Linux based TV,4.1,Ultra HD (4K) | LED Model ID: TH-43FX650D Launch Year: 2018 Total Sound Output: 20 W 1 Year Warranty on the Product,63150,25,Upto 6650 Off on Exchange,10 Ratings & 0 Reviews,Panasonic,108,43.0,LED,650,TH-43FX650D,43,1,10,0
Samsung 9 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,4,Ultra HD (4K) | LED Model ID: UA43AU9070 Launch Year: 2021 Total Sound Output: 20 W 1 Year Comprehensive Warranty on the Product,50239,14,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",Samsung,108,43.0,LED, 9,UA43AU9070,43,1,12783,720
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Upto 6650 Off on Exchange,377 Ratings & 42 Reviews,XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,377,42
Panasonic F200 Series 60 cm (24 inch) HD Ready LED TV,4.2,HD Ready | LED Model ID: TH-24F201DX/TH-24F200DX/24G100/24G200 Launch Year: 2018 Total Sound Output: 6 W 1 Year Warranty,9999,35,Bank Offer,780 Ratings & 110 Reviews,Panasonic,60,24.0,LED,200,TH-24F201DX,24,1,780,110
Sansui 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with IPS Display Zen Panel Dolby Vision & A...,4,Ultra HD (4K) | QLED Model ID: JSW65GSQLED Launch Year: 2022 Total Sound Output: 24 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,59829,25,Bank Offer,"12,783 Ratings & 720 Reviews",Sansui,165,65.0,QLED, 165,JSW65GSQLED,65,1,12783,720
Thomson NeoX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.2,Ultra HD (4K) | QLED Model ID: 65NEOX0009 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,37,Upto 2000 Off on Exchange,"2,852 Ratings & 248 Reviews",Thomson,164,65.0,QLED, 164,65NEOX0009,65,1,2852,248
LG 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,4.3,Ultra HD (4K) | LED Model ID: 65UJ752T Launch Year: 2017 Total Sound Output: 20 W 1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,99590,65,Bank Offer,17 Ratings & 0 Reviews,LG,164,65.0,LED, 164,65UJ752T,65,1,17,0
Reintech 80 cm (32 inch) Full HD LED Smart Android TV 2025 Edition,4.8,Full HD | LED Model ID: RT32HSB04 Launch Year: 2025 Total Sound Output: 15 W NA,11999,27,Bank Offer,4 Ratings & 0 Reviews,Reintech,80,32.0,LED, 80,RT32HSB04,32,0,4,0
Qthin Bravo 109 cm (43 inch) Full HD LED Smart Android TV,4.3,Full HD | LED Model ID: ANDROID 11 Launch Year: 2024 Total Sound Output: 12 W warranty 1 year,15256,33,Bank Offer,"38,550 Ratings & 3,295 Reviews",Qthin,109,43.0,LED, 109,ANDROID,11,0,38550,3295
XIAOMI by Mi 4A Horizon Edition 100 cm (40 inch) Full HD LED Smart Android TV with FHD | DTS-HD | Vivi...,4.3,Full HD | LED Model ID: L40M6-EI Launch Year: 2021 Total Sound Output: 20 W 1 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery,21299,29,Upto 2000 Off on Exchange,"1,07,508 Ratings & 6,963 Reviews",XIAOMI,100,40.0,LED, 4,L40M6-EI,40,1,107508,6963
XIAOMI F Pro 138 cm (55 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with 34W Box Speakers | Do...,3.4,Ultra HD (4K) | QLED Model ID: L55MB-FPIN Launch Year: 2025 Total Sound Output: 34 W 1 year comprehensive warranty,32999,47,Lowest price since launch,15 Ratings & 0 Reviews,XIAOMI,138,55.0,QLED, 138,L55MB-FPIN,55,0,15,0
BPL 109 cm (43 inch) Full HD LED Smart Linux TV,3.8,Full HD | LED Model ID: 43F-E2300 Launch Year: 2023 Total Sound Output: 24 W 2 Years Comprehensive Warranty on Product,19678,36,Upto 2000 Off on Exchange,12 Ratings & 0 Reviews,BPL,109,43.0,LED, 109,43F-E2300,43,2,12,0
ONIDA 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV,3.8,Ultra HD (4K) | QLED Model ID: QZ55UI Launch Year: 2024 Total Sound Output: 20 W 1 Year Warranty on Product,37788,29,Hot Deal,4 Ratings & 0 Reviews,ONIDA,138,55.0,QLED, 138,QZ55UI,55,1,4,0
BPL 80 cm (32 inch) HD Ready LED Smart Google TV,4.4,HD Ready | LED Model ID: 32H-D5300 Launch Year: 2023 Total Sound Output: 32 W 2 Years Comprehensive Warranty on Product,13790,46,Upto 6650 Off on Exchange,56 Ratings & 4 Reviews,BPL,80,32.0,LED, 80,32H-D5300,32,2,56,4
Samsung UHD 8 Series 108 cm (43 inch) Ultra HD (4K) LED Smart Linux TV,4.3,Ultra HD (4K) | LED Model ID: UN43TU8000FXZA Launch Year: 2020 Total Sound Output: 20 W 1 Year Warranty on the Product,37990,33,Bank Offer,"81,898 Ratings & 6,088 Reviews",Samsung,108,43.0,LED, 8,UN43TU8000FXZA,43,1,81898,6088
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,5,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Upto 6650 Off on Exchange,4 Ratings & 1 Reviews,XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,4,1
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.3,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Bank Offer,"41,119 Ratings & 7,743 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,41119,7743
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.4,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Upto 6650 Off on Exchange,"2,552 Ratings & 215 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,2552,215
SONY Bravia 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV,4,Ultra HD (4K) | LED Model ID: XR-65X90J Launch Year: 2021 Total Sound Output: 20 W 1 Year Comprehensive Warranty by the manufacture from the date of purchase | Contact Brand toll free number for assistance and provide product's model name and seller's details mentioned on your invoice The service center will allot you a convenient slot for the service,129053,46,Bank Offer,"12,783 Ratings & 720 Reviews",SONY,164,65.0,LED, 164,XR-65X90J,65,1,12783,720
KODAK 7XPRO Series 80 cm (32 inch) HD Ready LED Smart Android TV,4.3,HD Ready | LED Model ID: 32HDX7XPO Launch Year: 2020 Total Sound Output: 24 W 1 Year Warranty on Productand6 Months on Accessories,9499,48,Upto 6650 Off on Exchange,17 Ratings & 0 Reviews,KODAK,80,32.0,LED, 7,32HDX7XPO,32,1,17,0
Samsung QN700BK 163 cm (65 inch) QLED Ultra HD (8K) Smart Tizen TV,4.7,Ultra HD (8K) | QLED Model ID: QA65QN700BKXXL Launch Year: 2022 Total Sound Output: 60 W 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,259990,32,Bank Offer,18 Ratings & 6 Reviews,Samsung,163,65.0,QLED,700,QA65QN700BKXXL,65,1,18,6
Samsung AUE60 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,4.3,Ultra HD (4K) | LED Model ID: UA55AUE60AKLXL Launch Year: 2021 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,45199,29,Lowest price since launch,17 Ratings & 0 Reviews,Samsung,138,55.0,LED,60,UA55AUE60AKLXL,55,1,17,0
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.8,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Bank Offer,4 Ratings & 0 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,4,0
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,4.5,Ultra HD (4K) | LED Model ID: 55UP7720PTY Launch Year: 2021 Total Sound Output: 20 W 1 Year Product Warranty Applicable,51990,42,Hot Deal,"3,172 Ratings & 381 Reviews",LG,139,55.0,LED, 139,55UP7720PTY,55,1,3172,381
"STARSHINE 80 cm (32 inch) HD Ready LED Smart Google TV with Unlimited OTT Apps, Voice Search,",5,HD Ready | LED Model ID: 32GM2 Launch Year: 2024 Total Sound Output: 20 W 3 Years On Site Manufacturing Warranty from the Date of Purchase from Starshine. Customer Care: +91 9575513015,12993,31,Bank Offer,3 Ratings & 1 Reviews,STARSHINE,80,32.0,LED, 80,32GM2,32,3,3,1
Samsung Q60RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV,4.4,Ultra HD (4K) | QLED Model ID: QA55Q60RAKXXL Launch Year: 2019 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,89999,32,Bank Offer,13 Ratings & 2 Reviews,Samsung,138,55.0,QLED,60,QA55Q60RAKXXL,55,1,13,2
Samsung 163 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV 2025 Edition,4.3,Ultra HD (4K) | QLED Model ID: QA65Q8FAAULXL Launch Year: 2025 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),91990,37,Hot Deal,"1,07,508 Ratings & 6,963 Reviews",Samsung,163,65.0,QLED, 163,QA65Q8FAAULXL,65,2,107508,6963
XIAOMI A Series 108 cm (43 inch) Full HD LED Smart Google TV 2025 Edition with 200+ Free Channels | HD...,4,Full HD | LED Model ID: L43MB-AFIN Launch Year: 2025 Total Sound Output: 20 W 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,19999,35,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AFIN,43,0,12783,720
XIAOMI F Pro 138 cm (55 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with 34W Box Speakers | Do...,4.2,Ultra HD (4K) | QLED Model ID: L55MB-FPIN Launch Year: 2025 Total Sound Output: 34 W 1 year comprehensive warranty,32999,47,Bank Offer,"1,889 Ratings & 221 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-FPIN,55,0,1889,221
Samsung The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV with Matte Display,4.3,Ultra HD (4K) | QLED Model ID: QA55LS03BAKLXL Launch Year: 2022 Total Sound Output: 40 W 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,85118,41,Lowest price since launch,"81,898 Ratings & 6,088 Reviews",Samsung,138,55.0,QLED, 138,QA55LS03BAKLXL,55,1,81898,6088
Samsung Crystal 4K 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV 2025 Edition,4,Ultra HD (4K) | LED Model ID: UA65U8400FULXL Launch Year: 2025 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),67590,35,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",Samsung,163,65.0,LED, 4,UA65U8400FULXL,65,2,12783,720
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,4,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Hot Deal,30 Ratings & 1 Reviews,XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,30,1
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,3.9,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Upto 6650 Off on Exchange,154 Ratings & 4 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,154,4
JVC 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV,4.3,Ultra HD (4K) | QLED Model ID: LT-65NQ7115CGX Launch Year: 2022 Total Sound Output: 24 W NA,59538,40,Bank Offer,"81,898 Ratings & 6,088 Reviews",JVC,164,65.0,QLED, 164,LT-65NQ7115CGX,65,0,81898,6088
Samsung 80 cm (32 inch) HD Ready LED Linux based TV,4,HD Ready | LED Model ID: UA32T4050ARXXL Launch Year: 2019 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,16580,8,Bank Offer,"12,783 Ratings & 720 Reviews",Samsung,80,32.0,LED, 80,UA32T4050ARXXL,32,1,12783,720
Samsung 80 cm (32 inch) HD Ready LED Smart Tizen TV,4.4,HD Ready | LED Model ID: UA32T4350AKXXL Launch Year: 2020 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,24366,28,Upto 6650 Off on Exchange,147 Ratings & 12 Reviews,Samsung,80,32.0,LED, 80,UA32T4350AKXXL,32,1,147,12
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,36,Bank Offer,3 Ratings & 0 Reviews,XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,3,0
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.3,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,31,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,81898,6088
LG 81.28 cm (32 inch) Full HD LED Smart WebOS TV,4,Full HD | LED Model ID: 32LQ570BPSA Launch Year: 2021 Total Sound Output: 10 W 1 Year Comprehensive warrenty and 1 Year on Panel by LG ( 3 Years comprehensive Till 31 October By LG),14800,30,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",LG,28,32.0,LED, 81,32LQ570BPSA,32,1,12783,720
LG 127 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV,4.3,Ultra HD (4K) | LED Model ID: 50UP7550PTZ.ATR Launch Year: 2021 Total Sound Output: 20 W 2 Years Warranty on Product,48990,34,Bank Offer,"7,250 Ratings & 681 Reviews",LG,127,50.0,LED, 127,50UP7550PTZ,50,2,7250,681
Samsung Q60RAK 163 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV,4.3,Ultra HD (4K) | QLED Model ID: Qa65q60rakxxl Launch Year: 2019 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel from Samsung,164999,18,Hot Deal,"81,898 Ratings & 6,088 Reviews",Samsung,163,65.0,QLED,60,Qa65q60rakxxl,65,1,81898,6088
Samsung Series 8 189 cm (75 inch) Ultra HD (4K) LED Smart Tizen TV,4,Ultra HD (4K) | LED Model ID: UA75NU8000KXXL Launch Year: 2018 Total Sound Output: 40 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel from,215899,60,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",Samsung,189,75.0,LED, 8,UA75NU8000KXXL,75,1,12783,720
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,3.8,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Hot Deal,4 Ratings & 0 Reviews,XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,4,0
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,4,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Upto 6650 Off on Exchange,4 Ratings & 0 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,4,0
BPL 80 cm (32 inch) HD Ready LED Smart Google TV,3.6,HD Ready | LED Model ID: 32H-D5300 Launch Year: 2023 Total Sound Output: 32 W 2 Years Comprehensive Warranty on Product,13790,46,Upto 6650 Off on Exchange,7 Ratings & 1 Reviews,BPL,80,32.0,LED, 80,32H-D5300,32,2,7,1
LG Nanocell 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV,4.3,Ultra HD (4K) | LED Model ID: 65NANO80TNA Launch Year: 2020 Total Sound Output: 20 W 1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase,89999,57,Bank Offer,"81,898 Ratings & 6,088 Reviews",LG,164,65.0,LED, 164,65NANO80TNA,65,1,81898,6088
Samsung 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,4,Ultra HD (4K) | LED Model ID: UA55BU8000KLXL Launch Year: 2022 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,52990,40,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",Samsung,138,55.0,LED, 138,UA55BU8000KLXL,55,1,12783,720
Aiwa 2024 109.22 cm (43 inch) Full HD LED Smart Google TV 2024 Edition with 1N Remot Control| |4N Scre...,4.3,Full HD | LED Model ID: 43AINSK108GTX1H2BC Launch Year: 2024 Total Sound Output: 20 W 1 + 1 Year Comprehensive Warranty,21499,56,Bank Offer,"81,898 Ratings & 6,088 Reviews",Aiwa,22,43.0,LED, 2024,43AINSK108GTX1H2BC,43,1,81898,6088
